,customerid,Country,State,LGA
2293,8a858fc75cd62882015cd635fb7f0393,Nigeria,Lagos,Alimosho
2294,8a858f535bf336ac015bf403ba3d48b2,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2295,8a858fc75cd62882015ce88b866c403f,Nigeria,Lagos,Alimosho
2296,8a858f3355ae6a610155bb33f4d141b7,Nigeria,Lagos,Shomolu
2297,8a858e0b5cfa2028015cfd224a806b9a,Nigeria,Lagos,Mushin
2298,8a858ee0564adc5001564ff69988109d,Nigeria,Lagos,Surulere
2299,8a858f635cd0112b015cd04879881d76,Nigeria,Lagos,Alimosho
2300,8a858f335c8d9723015c9b9132b212e3,Nigeria,Kaduna,Kachia
2301,8a858f6155781363015588da6be85231,Nigeria,Oyo,Lagelu
2302,8a858e945bb0014b015bb526a9584a2d,Nigeria,Lagos,Kosofe
2303,8a858e395cb1d4d9015cc01fc983325b,Nigeria,Ogun,Shagamu
2304,8a858fa25be814a2015be81e409d0a14,Nigeria,Edo,Ikpoba-Okha
2305,8a8588b75438f499015444b1adf70876,Nigeria,Akwa Ibom,Uyo
2306,8a858f265c2187bd015c24ab682b4419,Nigeria,Imo,Oguta
2307,8a858eab5cf9c4c8015d0008356e462f,Nigeria,Lagos,Ifako-Ijaye
2308,8a858fd3552c756201553429f77a7bbd,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2309,8a858ee25b34d796015b37d2907d394d,Nigeria,Osun,Egbedore
2310,8a858f6f5b3f095b015b4293c4775b80,Nigeria,Ogun,Odogbolu
2311,8a858f765a4e7c76015a5a9340ce2a38,Nigeria,Rivers,Obio/Akpor
2312,8a858eb45c11f9e4015c1221c18d103f,Nigeria,Lagos,Ifako-Ijaye
2313,8a858e635bd8fe1e015bd93b5ecc1efe,Nigeria,Ogun,Obafemi-Owode
2314,8a858f585bfd6341015c02b6bdef00d3,Nigeria,Lagos,Ikeja
2315,8a858fc75cd62882015cdb61263928d6,Nigeria,Lagos,Ifako-Ijaye
2316,8a858e8d5bf2d0c1015bf34ffdc94e1a,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2317,8a858e2155defefd0155e88ca1b22485,Nigeria,Lagos,Ikorodu
2318,8a858e0c552ae0b801553548b39d0db2,Nigeria,Lagos,Amuwo-Odofin
2319,8a858e585beda464015bef3c04ba7d64,Nigeria,Lagos,Amuwo-Odofin
2320,8a858f365b2547f3015b30981af37cb7,Nigeria,Lagos,Alimosho
2321,8a858eda5c8863ff015c99a949894a7a,Nigeria,Nassarawa,Karu
2322,8a858ff55b444a8c015b4493c6342f3a,Nigeria,Delta,Uvwie
2323,8a858f465668e3d601567defdbb90e5a,Nigeria,Ogun,Ado-Odo/Ota
2324,8a858ee0560bc07701560f6f3ba9095e,Nigeria,Lagos,Alimosho
2325,8a858f2656e154de0156fb12aedb3841,Nigeria,Ogun,Ijebu Ode
2326,8a858f415686c0ab0156929b0c541685,Nigeria,Sokoto,Wamako
2327,8a858e185b4923b4015b4cd7cae6255f,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2328,8a858ed55c63db54015c6a16515241b9,Nigeria,Lagos,Lagos Island
2329,8a858f545908094b0159122a4ef57509,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2330,8a858e885c63d379015c73df54dc0822,Nigeria,Lagos,Kosofe
2331,8a858e035a60d2b0015a60dfa9a40831,Nigeria,Lagos,Mushin
2332,8a858e055ac84a51015ac9a10d857523,Nigeria,Lagos,Alimosho
2333,8a858f2656e154de0156e3a87cdc45fb,Nigeria,Edo,Egor
2334,8a858f1a5ccb60ae015ccf1ac936487f,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2335,8a858fd55c45ba15015c547556ac771e,Nigeria,Lagos,Ifako-Ijaye
2336,8a858e5f5a4d0511015a522ef53b26b4,Nigeria,Borno,Maiduguri
2337,8a858e2d565657b101565c1f67be6de7,Nigeria,Ogun,Ifo
2338,8a858f0f5bfd79d2015c0d8fe4de6296,Nigeria,Ogun,Abeokuta South
2339,8a858f7e5c213ef4015c238dcbe76144,Nigeria,Edo,Oredo
2340,8a858f8d5b632706015b63adf38a451e,Nigeria,Lagos,Kosofe
2341,8a85889853f0fbaa0153fb9927346076,Nigeria,Lagos,Eti-Osa
2342,8a858e345be813ea015be87d70855b44,Nigeria,Oyo,Akinyele
2343,8a858e5357d823010157d845e8f71dcd,Nigeria,Ogun,Ifo
2344,8a858ee755a0c84a0155bd6f241f4319,Nigeria,Ogun,Ifo
2345,8a858e0156b782a10156bbef39622867,Nigeria,Lagos,Eti-Osa
2346,8a858fcc5987800e01598784b60a00df,Nigeria,Edo,Oredo
2347,8a858e445cd56553015cd94108ba7dc1,,Greater Accra,Tema
2348,8a858fa45bd95e9a015be131cdec35a8,Nigeria,Ogun,Shagamu
2349,8a858e345a04f20b015a0b7763b67cf8,Nigeria,Lagos,Oshodi-Isolo
2350,8a858f1d5a848d2b015a84ac9d89217c,Nigeria,Lagos,Eti-Osa
2351,8a858e945bfdb9e7015c03bfb0cb5b78,Nigeria,Lagos,Alimosho
2352,8a8588fd53c244bc0153d0a82ef81fd7,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2353,8a858e105bd92644015be472bab768c3,Nigeria,Rivers,Obio/Akpor
2354,8a858ec45577f83e01557e2434a2109f,Nigeria,Lagos,Oshodi-Isolo
2355,8a8588dd54a3ead30154aa7d6b092010,Nigeria,Lagos,Ikeja
2356,8a85889853efa9ce0153f00d9efc24b3,Nigeria,Osun,Ife Central
2357,8a858f7958b0a4a80158b788cb270dda,Nigeria,Benue,Makurdi
2358,8a858e1d5cd58f9e015cde53c77b1274,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2359,8a858e6f5668e017015692a82e0606e4,Nigeria,Kwara,Offa
2360,8a858fe756939bbb0156afd209d97f15,Nigeria,Lagos,Mushin
2361,8a858e5a5be99e1c015bebdbc5d04739,Nigeria,Oyo,Ibadan South East
2362,8a858f665d5b785d015d5e5a6fd504b7,Nigeria,Kwara,Ilorin East
2363,8a858e9b562dc748015630536c752aa4,Nigeria,Delta,Ethiope East
2364,8a858ff25a13ebf6015a14d6527b7b05,Nigeria,Lagos,Ikeja
2365,8a858f115cea8545015cee1518b54081,Nigeria,Ondo,Akure South
2366,8a858f1955b1c4df0155cfad79641b0a,Nigeria,Lagos,Shomolu
2367,8a858e1d5b2510b2015b284ba968098f,Nigeria,Lagos,Eti-Osa
2368,8a858e495d1e235c015d1e7b78531355,Nigeria,Lagos,Eti-Osa
2369,8a858f0455d9feaf0155ee2126024371,Nigeria,Cross River,Calabar-Municipal
2370,8a858fa25bd92c20015be4e23fd81404,Nigeria,Lagos,Surulere
2371,8a858eab5cf9c4c8015cfaeeb936440f,Nigeria,Lagos,Amuwo-Odofin
2372,8a858f9f5bd99987015be7d0e0f4085f,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2373,8a858f605623784501562ba579fb44dd,Nigeria,Lagos,Eti-Osa
2374,8a858f0a5bf3716c015bf74ec5a60dc8,Nigeria,Kaduna,Sabon-Gari
2375,8a858e195d320ff1015d3211a37f011d,Nigeria,Lagos,Alimosho
2376,8a858e94580afa7901581b3d4fc60798,Nigeria,Oyo,Akinyele
2377,8a858e8d56b784480156b7d232f723a8,Nigeria,Rivers,Etche
2378,8a858fb05989e30101598f2295ab21da,Nigeria,Delta,Oshimili South
2379,8a858eb456e0b9490156fc26f9c434df,Nigeria,Rivers,Obio/Akpor
2380,8a858e5d5bf3454f015bf3c38c482aa5,Nigeria,Lagos,Mushin
2381,8a858e4157e2d76b0157ed77f17c017b,Nigeria,Lagos,Amuwo-Odofin
2382,8a858f155554552501555540a44f2fc8,Nigeria,Lagos,Eti-Osa
2383,8a858f3455a0d8070155c059a8e9682c,Nigeria,Lagos,Kosofe
2384,8a858e395cb1d4d9015cb6759fe27995,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2385,8a858fde56eb02280156ff597b3933b2,Nigeria,Federal Capital Territory,Bwari
2386,8a858fe45cd62cbf015cda05b84a7a6e,Nigeria,Benue,Gboko
2387,8a858f0b5b5ddd79015b5dfc5b751844,Nigeria,Ondo,Ifedore
2388,8a85881053bc33670153c842d8990da3,Nigeria,Lagos,Lagos Island
2389,8a858f6057e2dba50157ec38a3a84798,Nigeria,Rivers,Port-Harcourt
2390,8a858ee35b43ae27015b43b3f6d0059b,Nigeria,Oyo,Egbeda
2391,8a858ffd5c8d343d015c9cab96843756,Nigeria,Lagos,Amuwo-Odofin
2392,8a858f6055f96ad20156004e79324d0f,Nigeria,Ondo,Owo
2393,8a858fa7590af88501592196d3045e65,Nigeria,Oyo,Lagelu
2394,8a858e275b349e25015b34d29ff23232,Nigeria,Lagos,Alimosho
2395,8a858f08582a51bc01582e506db60fd7,Nigeria,Osun,Ife Central
2396,8a858f725b49c0c0015b4a967c8421b2,Nigeria,Lagos,Alimosho
2397,8a858957536752f3015375ad08686045,Nigeria,Kwara,Ilorin South
2398,8a858887545183ca01546142802e4b4e,Nigeria,Lagos,Surulere
2399,8a858e6c5c88d145015c9817fa35283d,Nigeria,Kaduna,Chikun
2400,8a85898a53bc15600153c70d81d41919,Nigeria,Kogi,Kabba/Bunu
2401,8a8589d754a05c0a0154a91416107984,Nigeria,Lagos,Surulere
2402,8a858f615aa951e2015aa957a59f07db,Nigeria,Oyo,Ibadan South West
2403,8a858ffd5c8d343d015c9c25d0db72a3,Nigeria,Lagos,Kosofe
2404,8a858e875c63d395015c6903770b542d,Nigeria,Ondo,Ondo West
2405,8a858e6d58b0cc520158c326f17f257d,Nigeria,Lagos,Mushin
2406,8a858e495cef1ef1015cf33d14dd7935,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2407,8a858fbf5b3a0b46015b3b423a5c7167,Nigeria,Federal Capital Territory,Gwagwalada
2408,8a858f075b58beb8015b598406815852,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2409,8a858e705b3a03c7015b3d4d6eca680c,Nigeria,Delta,Uvwie
2410,8a858ff85bd93919015be5e2ee740cfe,Nigeria,Oyo,Ibadan North
2411,8a858fa154e2912f0155112438744810,Nigeria,Ogun,Ado-Odo/Ota
2412,8a858f275c451af5015c542ab90839e8,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2413,8a858fe8555f401f0155656d56824aff,Nigeria,Lagos,Eti-Osa
2414,8a858e105c1c09c8015c1fd4eb915326,Nigeria,Akwa Ibom,Uyo
2415,8a858ed55c63db54015c69710b6a0b37,Nigeria,Oyo,Lagelu
2416,8a858fa55cc5dbbc015cc64148393bd5,Nigeria,Lagos,Alimosho
2417,8a858ea4582fcdc80158436e031007b4,Nigeria,Lagos,Oshodi-Isolo
2418,8a858e0f5c45466f015c5469454d1227,Nigeria,Rivers,Obio/Akpor
2419,8a858feb55f82bbf0155f95ae54a1925,Nigeria,Nassarawa,Kokona
2420,8a858f2756cec0a30156d7a04f140afd,Nigeria,Edo,Ovia North East
2421,8a858fea5cc644ae015cca478da95f5d,Nigeria,Lagos,Kosofe
2422,8a858e0256b781d80156c1a32a2f3369,Nigeria,Rivers,Port-Harcourt
2423,8a858e195b90e512015b90f0a8f005d6,Nigeria,Lagos,Ifako-Ijaye
2424,8a858f0656b7820c0156bb8b83c8142a,Nigeria,Enugu,Enugu South
2425,8a858fae59ac8f090159ac9a70b80cb8,Nigeria,Lagos,Lagos Island
2426,8a858e1d5cd58f9e015ceda4bdb63673,Nigeria,Lagos,Alimosho
2427,8a858f945b006ef8015b0073905c123e,Nigeria,Ogun,Ifo
2428,8a858fce5c360eb7015c37df672c6263,Nigeria,Ogun,Shagamu
2429,8a85890253e2f1180153eae33e5e6bc3,Nigeria,Ogun,Ifo
2430,8a858f3e5885ffa301588dc197775826,Nigeria,Federal Capital Territory,Bwari
2431,8a858f9c56aaf37d0156b33ea59903c9,Nigeria,Rivers,Obio/Akpor
2432,8a858fc15b68ba6a015b6bb340945999,Nigeria,Oyo,Egbeda
2433,8a858e245b680423015b6bf6df1d0f55,Nigeria,Lagos,Kosofe
2434,8a858f1955b1c4df0155c19feb017f89,Nigeria,Lagos,Ikeja
2435,8a8588f853b1b2d40153b20c9e9a0666,Nigeria,Bayelsa,Yenegoa
2436,8a858fbd5cd6054a015ce9193fac3819,Nigeria,Lagos,Lagos Mainland
2437,8a858e345bd96da8015be30e7a5a308f,Nigeria,Lagos,Ikeja
2438,8a858ee05989e8dc01598a1083fa036e,Nigeria,Lagos,Ikorodu
2439,8a85888c548fb3d50154947fe59c32cf,Nigeria,Lagos,Ikeja
2440,8a858eba5b681df4015b7c3d810c05ff,Nigeria,Plateau,Jos North
2441,8a858e6c5bd3fbff015bd408ac3e067a,Nigeria,Lagos,Ikeja
2442,8a858ecc5a60be73015a60c1abbe0296,Nigeria,Lagos,Kosofe
2443,8a858ebd5b254c8b015b25ac90581db3,Nigeria,Lagos,Alimosho
2444,8a858e8b5a8a77a9015a8d99c3190691,Nigeria,Lagos,Kosofe
2445,8a858e035693e0290156a22d652127a2,Nigeria,Federal Capital Territory,Gwagwalada
2446,8a858eb4588604f701589223c5ab045f,Nigeria,Lagos,Kosofe
2447,8a858e585693982b01569523bc104609,Nigeria,Lagos,Lagos Mainland
2448,8a858e6c5c88d145015c97f3ff1724b0,Nigeria,Oyo,Ibadan South West
2449,8a858fb95aa3c328015aa41ffd3336d5,Nigeria,Osun,Egbedore
2450,8a858f09583f9d20015840275cdc22b4,Nigeria,Oyo,Ibadan South West
2451,8a8588b754517d800154555019c36231,Nigeria,Rivers,Obio/Akpor
2452,8a858edb5a70bfe0015a74c641dc0122,Nigeria,Lagos,Alimosho
2453,8a858eed5af07cc4015af0cc483126df,Nigeria,Ogun,Ado-Odo/Ota
2454,8a8588f5542eb0d40154334e0a670186,Nigeria,Plateau,Jos North
2455,8a858f955a6b4986015a6ff352ae57e5,Nigeria,Ondo,Akure South
2456,8a858e3d55ca3ef60155cef965907bdc,Nigeria,Lagos,Eti-Osa
2457,8a858e4456ced8470156d1fdea681a74,Nigeria,Sokoto,Sokoto South
2458,8a858f7e5c69a6e3015c779b5d6c03b8,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2459,8a858ee05bcdea36015bcdffdd2e0a33,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2460,8a858e445cd56553015ce919c86b2438,Nigeria,Ogun,Shagamu
2461,8a858e64590ae200015930db55c7084a,Nigeria,Rivers,Port-Harcourt
2462,8a8589d7548fb3a8015494fcc5c34ab3,Nigeria,Oyo,Lagelu
2463,8a858ee758b4c54a0158d307cc1d21ef,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2464,8a858f0d5a859ac0015a859b8f0c0095,Nigeria,Kano,Tofa
2465,8a858f545908094b01591c9388130f5d,Nigeria,Lagos,Oshodi-Isolo
2466,8a858f3e5885ffa301589243e9177b67,Nigeria,Ondo,Akure South
2467,8a858fa15b3443a1015b3460fbef252e,Nigeria,Lagos,Ifako-Ijaye
2468,8a8589d8548faed501549a0fd1d72170,Nigeria,Akwa Ibom,Uyo
2469,8a858f735aec46c4015af026256357b8,Nigeria,Lagos,Ifako-Ijaye
2470,8a858edc5c7e7da5015c819c15e372a8,Nigeria,Lagos,Amuwo-Odofin
2471,8a858e065ccb8bc0015ccca62cf83466,Nigeria,Delta,Ika South
2472,8a858e79568ec7de01568fef5675374f,Nigeria,Kaduna,Sabon-Gari
2473,8a858eac5ad81473015ad82f9d060702,Nigeria,Oyo,Ibadan South West
2474,8a858f565b683b56015b7cc0ebfa510d,Nigeria,Oyo,Egbeda
2475,8a858fd75bc96a6f015bcbabca4a7b4d,Nigeria,Lagos,Kosofe
2476,8a858f335c8d9723015c93e33d5e77fe,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2477,8a858f9c5a4817be015a4bb172de6f90,Nigeria,Lagos,Ikeja
2478,8a858e2857e2df4c0157e37e90222d88,Nigeria,Oyo,Ibadan North
2479,8a858fca5c830943015c835e839e33a5,Nigeria,Oyo,Ibadan North West
2480,8a858ebc572e1e3a01572f517e505dc4,Nigeria,Edo,Oredo
2481,8a858fb65b2020b2015b239674777bad,Nigeria,Lagos,Kosofe
2482,8a858f475c11bc72015c1381706c10db,Nigeria,Lagos,Oshodi-Isolo
2483,8a858957536752f301537984cbf74bb2,Nigeria,Lagos,Surulere
2484,8a858fdd5d3268a5015d33a81747565a,Nigeria,Osun,Egbedore
2485,8a858f085b494826015b4982ca1f1a0c,Nigeria,Rivers,Okrika
2486,8a858e0a5668e69c01567e19e7626d39,Nigeria,Imo,Owerri North
2487,8a858eb456e0b9490156fb7018a91a1e,Nigeria,Ogun,Ifo
2488,8a858fe75be82695015be84134cd19b8,Nigeria,Lagos,Ifako-Ijaye
2489,8a858f2a5b3f2121015b3f5f26bb38c8,United States,Texas,
2490,8a858e3d55ca3ef60155db99ec76153d,Nigeria,Lagos,Surulere
2491,8a858f7d5578012a01557ba429787a5f,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2492,8a858ffc5852f33d015857ef84051d76,Nigeria,Lagos,Eti-Osa
2493,8a858e6458625423015866b8e3c20576,Nigeria,Lagos,Lagos Island
2494,8a858966538deb190153995769e748d1,Nigeria,Rivers,Bonny
2495,8a858e64587161fb0158747ae0bf7292,Nigeria,Delta,Uvwie
2496,8a858f305cb1ec4e015cbc9a5cf92a88,Nigeria,Benue,Makurdi
2497,8a858e675c3fe0a1015c50d5ab897031,Nigeria,Lagos,Ikorodu
2498,8a858e975aec3bc1015aed6218ec0220,Nigeria,Rivers,Obio/Akpor
2499,8a858f0056b7cf8e0156bb2a7ff97987,Nigeria,Delta,Oshimili South
2500,8a858f565b683b56015b7391c2617960,Nigeria,Lagos,Mushin
2501,8a85883353d0c4e90153d24b9d0667bd,Nigeria,Lagos,Ifako-Ijaye
2502,8a858fd3552c75620155563fb5241458,Nigeria,Nassarawa,Kokona
2503,8a858f8e597cf3f40159837df1367cd9,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2504,8a858f5e5bedf32a015bf2003648194a,Nigeria,Lagos,Ikeja
2505,8a858fff5a28d297015a338c644f5053,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2506,8a858f065b1fe50a015b236489d57fb6,Nigeria,Benue,Makurdi
2507,8a858ede5ca210f0015ca2d7fd614d59,Nigeria,Oyo,Ibadan South West
2508,8a858fd95c3b5bca015c3c09f9e82bd5,Nigeria,Delta,Ndokwa West
2509,8a858e245b680423015b6d059cd13978,Nigeria,Ogun,Abeokuta South
2510,8a858ef95cf5154a015cf659212d26ce,Nigeria,Lagos,Eti-Osa
2511,8a858f2c59bc3fdd0159c69c632b7d9c,Nigeria,Plateau,Pankshin
2512,8a858e095c59b91b015c5e5cea3719bc,Nigeria,Lagos,Alimosho
2513,8a858f0056b7cf8e0156d23f675016f3,Nigeria,Ogun,Ipokia
2514,8a858ff35c5f4d1d015c6379bbcf0adc,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2515,8a858fd3552c7562015548e2d7327a53,Nigeria,Lagos,Eti-Osa
2516,8a858ed75732b681015733b076635f39,Nigeria,Lagos,Kosofe
2517,8a8589f853f100fb01541386c815605e,Nigeria,Lagos,Eti-Osa
2518,8a858ea85d0e7ed2015d118961d67285,Nigeria,Oyo,Ibadan North
2519,8a858e645654fdc4015660f5f3593a9f,Nigeria,Ogun,Ifo
2520,8a858fa3551e78cb015529b4a6b34007,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2521,8a858e0c5bf343de015bf734d8c57f92,Nigeria,Kaduna,Kaduna North
2522,8a858fd3552c7562015544b88c3a31a3,Nigeria,Anambra,Onitsha North
2523,8a8588dc536a1413015381dd2a4f3c5f,Nigeria,Lagos,Ojo
2524,8a858e5254ccb8c00154ccf3e9e5092e,Nigeria,Oyo,Ibadan South East
2525,8a858f0455d9feaf0155de5fb2393a0c,Nigeria,Ogun,Shagamu
2526,8a858e935afae66a015afae9e2e601f4,Nigeria,Lagos,Kosofe
2527,8a858e775c362114015c36e932dd35ae,Nigeria,Lagos,Eti-Osa
2528,8a858fb25d84a543015d883e60493b62,Nigeria,Kwara,Ilorin East
2529,8a858f1e5cc4bc81015cc54972fb52d1,Nigeria,Enugu,Enugu East
2530,8a858e3d570f30bb01571e88fc45384b,Nigeria,Lagos,Eti-Osa
2531,8a858fa5552add5d015549642f1b4d49,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2532,8a858e7c588604a40158a4fb616a3a9a,Nigeria,Rivers,Obio/Akpor
2533,8a858f045c108b7c015c109f13660832,Nigeria,Lagos,Alimosho
2534,8a858f335c8d9723015c9cef3ef85af2,Nigeria,Lagos,Ifako-Ijaye
2535,8a858f345c172fb3015c17dbd31a2d7c,Nigeria,Lagos,Ifako-Ijaye
2536,8a858f7c5be8dc45015be94efc9a520c,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2537,8a8589ec542eaa890154302eec276194,Nigeria,Plateau,Jos North
2538,8a858e705668e16701568e128474421a,Nigeria,Ogun,Ipokia
2539,8a858e6059e0a7080159ecaeb62460bb,Nigeria,Ogun,Abeokuta South
2540,8a858ecc57b9184b0157bd7491b650ec,Nigeria,Lagos,Ikorodu
2541,8a858f085bcf44be015bd30eaa241e6e,Nigeria,Lagos,Kosofe
2542,8a858f7a5d41fd47015d466672e123e0,Nigeria,Enugu,Enugu North
2543,8a858f265b1416a5015b145705f24eb2,Nigeria,Kaduna,Chikun
2544,8a8589a453bc422d0153c79866fb760d,Nigeria,Lagos,Ifako-Ijaye
2545,8a85882653bc51f50153cc4e2899446b,Nigeria,Ondo,Odigbo
2546,8a858e0458c1f4620158d00068ba7049,Nigeria,Oyo,Ido
2547,8a858e965b5e1b91015b608e62345989,Nigeria,Lagos,Alimosho
2548,8a858e3654e2a82401550631bfcd571d,Nigeria,Lagos,Ikorodu
2549,8a8589ec54517bf901547cc944a27d52,Nigeria,Lagos,Eti-Osa
2550,8a858fab5b9105dc015b975e594e394a,Nigeria,Ogun,Ado-Odo/Ota
2551,8a858ed95cc5bd6b015cc5e4371b13ee,Nigeria,Lagos,Lagos Island
2552,8a858f2f5a04ac4f015a0e30386456a2,Nigeria,Lagos,Kosofe
2553,8a858f5e5566567d0155725ac7ea3c08,Nigeria,Ogun,Ijebu East
2554,8a858f545908094b01591185749d6f25,Nigeria,Lagos,Alimosho
2555,8a858f665c2142a0015c31b5bb7910ca,Nigeria,Kaduna,Chikun
2556,8a858fa459e0a1340159e72274ca3969,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2557,8a85882c546ba83501547619cd377b69,Nigeria,Imo,Orlu
2558,8a858f1959d4ea4d0159d56ed9c448f1,Nigeria,Oyo,Lagelu
2559,8a858fd55c45ba15015c53a888e50be7,Nigeria,Lagos,Eti-Osa
2560,8a858e785c8d9167015c95a0bee46469,Nigeria,Osun,Egbedore
2561,8a858eb75c21a2b9015c2ba0610e5061,Nigeria,Kwara,Irepodun
2562,8a858e3d5c3b5122015c3f19525a05d4,Nigeria,Rivers,Port-Harcourt
2563,8a858e4b5cb1e4d7015cb2c1a0f4204c,Nigeria,Rivers,Obio/Akpor
2564,8a858fa057e2a0a50157ec721ce6096c,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2565,8a858e945bfdb9e7015c0ccf952b0d3e,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2566,8a858e9b560bbd6301560bd6568f0312,Nigeria,Osun,Egbedore
2567,8a8588235384a58d01538faa46246121,Nigeria,Kwara,Ilorin South
2568,8a858e4e5b33db76015b33f2e41c1a9c,Nigeria,Imo,Ahiazu-Mbaise
2569,8a858ed6557802d20155781a66d80cbc,Nigeria,Oyo,Ogbomosho North
2570,8a858eee5872716901587b2be55c4193,Nigeria,Lagos,Eti-Osa
2571,8a858eaa55a0b8ae0155c7152bd3607e,Nigeria,Oyo,Egbeda
2572,8a858f375cef1cbc015ceff67d505f59,Nigeria,Lagos,Eti-Osa
2573,8a858f935760a6180157656412854b07,Nigeria,Benue,Makurdi
2574,8a858f5e5cb23c77015cb5bd8faa5173,Nigeria,Lagos,Epe
2575,8a858edc554f009d01554ff6eb224b42,Nigeria,Ogun,Ifo
2576,8a858fa257d8223c0157f60ebd4d310f,Nigeria,Lagos,Mushin
2577,8a858f3d5add42e2015ae0d08df06d16,Nigeria,Lagos,Lagos Island
2578,8a858f4d5b809e68015b81066a333b6b,Nigeria,Lagos,Eti-Osa
2579,8a858fb1563219690156451133cc037c,Nigeria,Oyo,Akinyele
2580,8a858fc75cd62882015ceb58d8344b47,Nigeria,Lagos,Shomolu
2581,8a858fe55656a93801565f38ead003e0,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2582,8a858fa95c695f85015c722c61b67dce,Nigeria,Lagos,Eti-Osa
2583,8a858e035693e02901569ae180f14f8b,,Greater Accra,Accra
2584,8a858f5e5992fa95015993bf8b2f5694,Nigeria,Delta,Ika South
2585,8a858e985b1de32c015b1ed1acf57e0f,Nigeria,Lagos,Eti-Osa
2586,8a858ec05a9535db015a9d60ebd114d4,Nigeria,Akwa Ibom,Uyo
2587,8a858fb75cf4b2bd015cf7d0dda60b7c,Nigeria,Ekiti,Ado Ekiti
2588,8a858f565b683b56015b724f43c25b8e,Nigeria,Katsina,Katsina
2589,8a858e985ccb51e8015ccf5370fe5128,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2590,8a858fdd5800dc77015807ca70d501e3,Nigeria,Lagos,Amuwo-Odofin
2591,8a858fb15d41fc6b015d420039ec015f,Nigeria,Lagos,Mushin
2592,8a858e0256b781d80156c3064ab92fae,Nigeria,Lagos,Ojo
2593,8a858f505c7e3a50015c8186327f1fc8,Nigeria,Lagos,Ikeja
2594,8a858f9f5bd99987015bda1a212c2cb6,Nigeria,Delta,Udu
2595,8a858e985885ff6d01588c63a76e3a74,Nigeria,Ogun,Ado-Odo/Ota
2596,8a858e705668e16701568b566c6857c5,Nigeria,Lagos,Kosofe
2597,8a858eea5a854c79015a856b30d10f99,Nigeria,Edo,Oredo
2598,8a858e3a54e3370201552642ce7830c8,Nigeria,Lagos,Eti-Osa
2599,8a858ee25a3bbf82015a3c7908d04c23,Nigeria,Kwara,Ilorin East
2600,8a858f2a5b3f2121015b4203882746ad,Nigeria,Abia,Aba North
2601,8a858f375cef1cbc015cf034009e7436,Nigeria,Ogun,Ado-Odo/Ota
2602,8a858f0d5a859ac0015a88c53e791cad,Nigeria,Kogi,Lokoja
2603,8a858e065ccb8bc0015cce72dd475bfc,Nigeria,Ondo,Ondo West
2604,8a858fb559b64f410159b6d8b6ed48f4,Nigeria,Oyo,Lagelu
2605,8a858f965bb63a25015bc8aebd3b4b64,Nigeria,Ogun,Ado-Odo/Ota
2606,8a858f08582a51bc01582e67a7e115a2,Nigeria,Lagos,Ajeromi-Ifelodun
2607,8a858f535c357042015c358627551358,Nigeria,Lagos,Eti-Osa
2608,8a858f6a5d1e09b3015d2748857c7088,Nigeria,Kwara,Ilorin West
2609,8a858e005c2154c2015c2c44a86e0eaf,Nigeria,Lagos,Eti-Osa
2610,8a858e985ccb51e8015ccba1306828ff,Nigeria,Federal Capital Territory,Abuja Municipal Area Council (AMAC)
2611,8a858f3f5c35c74a015c38ba4efc74cb,Nigeria,Benue,Buruku
2612,8a858f3e589c406101589f9f803e439a,Nigeria,Benue,Makurdi
